# ----------------------------------------,,,,,,
X663,16,,,,,
iPhone,16,,,,,
23053RN02Y,15,,,,,
CPH2179,15,,,,,
CPH2387,15,,,,,
D,15,,,,,
DRA-LX9,15,,,,,
ELN-L09,15,,,,,
MRD-LX1F,15,,,,,
P651W,15,,,,,
PR651E,15,,,,,
Pixel 6 Pro,15,,,,,
RMX2185,15,,,,,
S681LN,15,,,,,
SM-A326B,15,,,,,
SM-T290,15,,,,,
V2352,15,,,,,
W7002,15,,,,,
X6817,15,,,,,
Z2450,15,,,,,
2.4,14,,,,,
220333QNY,14,,,,,
2409BRN2CY,14,,,,,
BLL-L21,14,,,,,
C12,14,,,,,
CPH1823,14,,,,,
CPH1909,14,,,,,
JDY-LX2,14,,,,,
Moto G24,14,,,,,
P10001L,14,,,,,
P17 Pro,14,,,,,
P665L,14,,,,,
RMX3930,14,,,,,
RNE-L21,14,,,,,
SM-A266B,14,,,,,
SM-G960U1,14,,,,,
SM-G991B,14,,,,,
SM-M045F,14,,,,,
V2111,14,,,,,
X650D,14,,,,,
21061119AG,13,,,,,
2312BPC51X,13,,,,,
ANE-LX2,13,,,,,
BD2P,13,,,,,
CE8,13,,,,,
CPH2631,13,,,,,
IX,13,,,,,
LD7,13,,,,,
M2010J19SG,13,,,,,
NDL-W09,13,,,,,
Pixel 6a,13,,,,,
SM-A146U,13,,,,,
SM-A346E,13,,,,,
SM-A528B,13,,,,,
SM-N950F,13,,,,,
SM-T377V,13,,,,,
T20,13,,,,,
U70 Pro,13,,,,,
X1101B,13,,,,,
X6831,13,,,,,
X697,13,,,,,
iPhone 13 Pro,13,,,,,
901KC,12,,,,,
ATU-L31,12,,,,,
BE8,12,,,,,
C2 2nd Edition,12,,,,,
C21,12,,,,,
CI8,12,,,,,
CPH1937,12,,,,,
CPH2121,12,,,,,
CPH2127,12,,,,,
CRT-NX1,12,,,,,
FLA-LX2,12,,,,,
JSN-L22,12,,,,,
KFRAWI,12,,,,,
LI6,12,,,,,
SLA-L22,12,,,,,
SM-A145P,12,,,,,
SM-A155M,12,,,,,
SM-A156E,12,,,,,
SM-A366B,12,,,,,
SM-G955F,12,,,,,
SM-J415F,12,,,,,
SM-M146B,12,,,,,
SM-N950U,12,,,,,
TAB10,12,,,,,
TB-X606F,12,,,,,
X656,12,,,,,
X678B,12,,,,,
X689F,12,,,,,
1.4,11,,,,,
B1g,11,,,,,
BD4a,11,,,,,
CPH1931,11,,,,,
CPH2217,11,,,,,
CPH2269,11,,,,,
INE-LX1,11,,,,,
KB7j,11,,,,,
KE5S,11,,,,,
MRD-LX1,11,,,,,
P666L,11,,,,,
POT-LX1,11,,,,,
Redmi Note 9 Pro,11,,,,,
SM-M135F,11,,,,,
SM-T225,11,,,,,
SM-T387V,11,,,,,
TB310FU,11,,,,,
V2254,11,,,,,
V2333,11,,,,,
X665E,11,,,,,
X6850,11,,,,,
220733SG,10,,,,,
23108RN04Y,10,,,,,
24116RACCG,10,,,,,
9137W,10,,,,,
A661W,10,,,,,
AGS-L09,10,,,,,
BD2,10,,,,,
C20,10,,,,,
CLA6,10,,,,,
CLK-LX2,10,,,,,
CPH1903,10,,,,,
CPH2325,10,,,,,
CPH2333,10,,,,,
E70 Pro,10,,,,,
E71,10,,,,,
LC6,10,,,,,
M10,10,,,,,
M2004J19C,10,,,,,
P681L,10,,,,,
SM-A105FN,10,,,,,
SM-A145M,10,,,,,
SM-A705FN,10,,,,,
SM-E055F,10,,,,,
SM-G780F,10,,,,,
SM-G935F,10,,,,,
SM-G973F,10,,,,,
SM-G988U,10,,,,,
SM-G991U,10,,,,,
SM-M356B,10,,,,,
SM-S918B,10,,,,,
SM-T307U,10,,,,,
SM-X710,10,,,,,
T433D,10,,,,,
TPC1013_EEA,10,,,,,
Tab 60,10,,,,,
U2,10,,,,,
V2026,10,,,,,
VNE-LX2,10,,,,,
VOG-L29,10,,,,,
X692,10,,,,,
iPhone 13 Pro Max,10,,,,,
iPhone 8,10,,,,,
iPhone XS Max,10,,,,,
21121119SG,9,,,,,
2209116AG,9,,,,,
2410FPCC5G,9,,,,,
A631W,9,,,,,
C01 Plus,9,,,,,
CPH2219,9,,,,,
FIG-LX1,9,,,,,
L6501,9,,,,,
LC6a,9,,,,,
M2003J15SC,9,,,,,
P682L,9,,,,,
P904,9,,,,,
POT-LX1T,9,,,,,
Pulse,9,,,,,
S686LN,9,,,,,
SM-A055M,9,,,,,
SM-A202F,9,,,,,
SM-A520F,9,,,,,
SM-G9350,9,,,,,
SM-G960F,9,,,,,
SM-G973U,9,,,,,
SM-M336BU,9,,,,,
SM-P615,9,,,,,
SM-T505,9,,,,,
TB310XU,9,,,,,
TB328FU,9,,,,,
TFY-LX2,9,,,,,
U71 Pro,9,,,,,
WOD-LX1,9,,,,,
X6511G,9,,,,,
iPad,9,,,,,
iPhone 11 Pro Max,9,,,,,
iPhone 12 Pro,9,,,,,
2.3,8,,,,,
23124RA7EO,8,,,,,
25028PC03G,8,,,,,
A507LS,8,,,,,
AH9910,8,,,,,
C1,8,,,,,
CE9,8,,,,,
CG8,8,,,,,
CPH2059,8,,,,,
CPH2135,8,,,,,
CPH2271,8,,,,,
CPH2363,8,,,,,
E60 Lite,8,,,,,
EML-L09,8,,,,,
F-04K,8,,,,,
KFTRWI,8,,,,,
LC7,8,,,,,
M25i,8,,,,,
Pulse Pro,8,,,,,
RMX3710,8,,,,,
SM-A346B,8,,,,,
SM-A505FN,8,,,,,
SM-A566B,8,,,,,
SM-E045F,8,,,,,
SM-G781V,8,,,,,
SM-G930F,8,,,,,
SM-G970U,8,,,,,
SM-G998U,8,,,,,
SM-M156B,8,,,,,
SM-N975F,8,,,,,
SM-N975U,8,,,,,
TB-X306X,8,,,,,
TB328XU,8,,,,,
TB330FU,8,,,,,
TSP,8,,,,,
U50,8,,,,,
V2109,8,,,,,
V2204,8,,,,,
V2207,8,,,,,
V2238,8,,,,,
W5505,8,,,,,
W6502,8,,,,,
X623,8,,,,,
X6836,8,,,,,
X688C,8,,,,,
iPhone 14,8,,,,,
iPhone 6s,8,,,,,
iPhone 8 Plus,8,,,,,
iPhone SE (2nd generation),8,,,,,
1726,7,,,,,
1820,7,,,,,
2201116TG,7,,,,,
3.4,7,,,,,
8050,7,,,,,
A509W,7,,,,,
A551L,7,,,,,
ARC,7,,,,,
ATU-L42,7,,,,,
CD8J,7,,,,,
CH7,7,,,,,
CH9,7,,,,,
CPH2159,7,,,,,
CPH2273,7,,,,,
Cosmo LTE,7,,,,,
K100,7,,,,,
KL7,7,,,,,
L5007,7,,,,,
LC8,7,,,,,
M2006C3LVG,7,,,,,
Pixel 7 Pro,7,,,,,
RB8S,7,,,,,
RMX2180,7,,,,,
RMX3830,7,,,,,
Redmi 6A,7,,,,,
SM-A025G,7,,,,,
SM-A325N,7,,,,,
SM-A536B,7,,,,,
SM-A716V,7,,,,,
SM-E156B,7,,,,,
SM-G985F,7,,,,,
SM-J600FN,7,,,,,
SM-M236L,7,,,,,
SM-N970U,7,,,,,
SM-S928B,7,,,,,
SM-T380,7,,,,,
SM-T555,7,,,,,
SM-T560NU,7,,,,,
STK-LX1,7,,,,,
T431U,7,,,,,
T509K,7,,,,,
TB-8505X,7,,,,,
TB-X505F,7,,,,,
V2205,7,,,,,
V2217,7,,,,,
V2342,7,,,,,
V2424,7,,,,,
W5005,7,,,,,
X652B,7,,,,,
X669D,7,,,,,
X6837,7,,,,,
X6882,7,,,,,
X690,7,,,,,
XT2421-2,7,,,,,
Z2359,7,,,,,
iPhone 6s Plus,7,,,,,
1815,6,,,,,
1902,6,,,,,
22011119UY,6,,,,,
22126RN91Y,6,,,,,
23021RAA2Y,6,,,,,
2311DRN14I,6,,,,,
24075RP89G,6,,,,,
5.4,6,,,,,
602KC,6,,,,,
A571W,6,,,,,
A73,6,,,,,
AC8,6,,,,,
Aura,6,,,,,
BC3,6,,,,,
Blade A31 Plus,6,,,,,
CA8,6,,,,,
CF7k,6,,,,,
CG8h,6,,,,,
CK8n,6,,,,,
CPH2197,6,,,,,
CPH2375,6,,,,,
CPH2481,6,,,,,
G11 Plus,6,,,,,
G22,6,,,,,
Infinity 9,6,,,,,
Infinity Alpha,6,,,,,
JSN-L21,6,,,,,
K10,6,,,,,
KD6a,6,,,,,
KFTUWI,6,,,,,
M2006C3LI,6,,,,,
M7 Power,6,,,,,
MLA-L11,6,,,,,
Moto G14,6,,,,,
P5,6,,,,,
P663L,6,,,,,
POT-LX1AF,6,,,,,
PRA-LA1,6,,,,,
RMX3511,6,,,,,
RMX3933,6,,,,,
Redmi Note 8 Pro,6,,,,,
S661W,6,,,,,
SE2,6,,,,,
SM-A022G,6,,,,,
SM-A136B,6,,,,,
SM-A146P,6,,,,,
SM-A156U,6,,,,,
SM-A315G,6,,,,,
SM-A315N,6,,,,,
SM-A336B,6,,,,,
SM-A600FN,6,,,,,
SM-F936B,6,,,,,
SM-G390F,6,,,,,
SM-G781U1,6,,,,,
SM-G920F,6,,,,,
SM-G9550,6,,,,,
SM-G970F,6,,,,,
SM-G988B,6,,,,,
SM-J400F,6,,,,,
SM-J415FN,6,,,,,
SM-J610F,6,,,,,
SM-M115F,6,,,,,
SM-N960N,6,,,,,
SM-P619,6,,,,,
SM-S711B,6,,,,,
SM-S938B,6,,,,,
T100,6,,,,,
T10M,6,,,,,
TB-X306F,6,,,,,
U40,6,,,,,
U60,6,,,,,
W5001P,6,,,,,
W5002,6,,,,,
X627,6,,,,,
X652,6,,,,,
X6526,6,,,,,
X655,6,,,,,
X695,6,,,,,
iPhone 11 Pro,6,,,,,
iPhone 15 Pro Max,6,,,,,
moto e20,6,,,,,
moto g pure,6,,,,,
moto g13,6,,,,,
1807,5,,,,,
21051182G,5,,,,,
7.2,5,,,,,
9032Z,5,,,,,
AB7,5,,,,,
AGS-L09 Mediapad T5,5,,,,,
ALT-NX1,5,,,,,
BKK-LX2,5,,,,,
BRP-NX1,5,,,,,
C2,5,,,,,
CLT-L29,5,,,,,
CP10,5,,,,,
CPH1723,5,,,,,
CPH1819,5,,,,,
DRA-L21,5,,,,,
Delta 14,5,,,,,
E31 Lite,5,,,,,
E70,5,,,,,
EML-L29,5,,,,,
F-41B,5,,,,,
F9,5,,,,,
G53,5,,,,,
Hope10 Pro,5,,,,,
Infinity 13,5,,,,,
JR-J10A,5,,,,,
KF6j,5,,,,,
KI8,5,,,,,
KOB-L09,5,,,,,
L6502,5,,,,,
LE7,5,,,,,
LLD-AL10,5,,,,,
M2006C3MNG,5,,,,,
M5,5,,,,,
P30,5,,,,,
P551W,5,,,,,
Pixel 4a,5,,,,,
Pixel 5,5,,,,,
RBN-NX1,5,,,,,
RMO-NX1,5,,,,,
RMX2189,5,,,,,
RMX3760,5,,,,,
RMX3939,5,,,,,
Redmi Note 8T,5,,,,,
SC-02M,5,,,,,
SC-54A,5,,,,,
SH-01K,5,,,,,
SM-A146U1,5,,,,,
SM-A166B,5,,,,,
SM-A405FN,5,,,,,
SM-A415F,5,,,,,
SM-A426U,5,,,,,
SM-A530F,5,,,,,
SM-A730F,5,,,,,
SM-G398FN,5,,,,,
SM-G973U1,5,,,,,
SM-G975U1,5,,,,,
SM-G977N,5,,,,,
SM-G986U,5,,,,,
SM-G998B,5,,,,,
SM-M336K,5,,,,,
SM-M346B,5,,,,,
SM-N960U1,5,,,,,
SM-N986U,5,,,,,
SM-S908U,5,,,,,
SM-T350,5,,,,,
SM-T713,5,,,,,
SmartPad A10 L,5,,,,,
T431Q,5,,,,,
TAB8,5,,,,,
TB-8505F,5,,,,,
TRT-L21A,5,,,,,
VNE-LX1,5,,,,,
WDY-LX1,5,,,,,
X603,5,,,,,
X604,5,,,,,
X626,5,,,,,
X6525B,5,,,,,
X652A,5,,,,,
X70-202,5,,,,,
Z3,5,,,,,
iPhone 12 Pro Max,5,,,,,
iPhone 14 Pro,5,,,,,
iPhone XS,5,,,,,
100110603,4,,,,,
2109119DG,4,,,,,
3.1,4,,,,,
6102H,4,,,,,
701LV,4,,,,,
8030,4,,,,,
A101LV,4,,,,,
A661WP,4,,,,,
Blade A31,4,,,,,
CE7j,4,,,,,
CI7n,4,,,,,
CK9n,4,,,,,
CPH1989,4,,,,,
CPH2061,4,,,,,
CPH2321,4,,,,,
CPH2483,4,,,,,
CPH2505,4,,,,,
CPH2531,4,,,,,
CPH2625,4,,,,,
CPH2701,4,,,,,
CPH2711,4,,,,,
E33,4,,,,,
G50,4,,,,,
Hope10 Plus,4,,,,,
IX PRO,4,,,,,
JDN2-L09,4,,,,,
KE5k,4,,,,,
KFMAWI,4,,,,,
KG5h,4,,,,,
L10,4,,,,,
L6503,4,,,,,
LA7,4,,,,,
LB7,4,,,,,
LB8a,4,,,,,
M2101K7BG,4,,,,,
M2103K19C,4,,,,,
MAR-LX2,4,,,,,
Moto G 5G 2024,4,,,,,
Moto G22,4,,,,,
Moto G7 Power,4,,,,,
Moto G9 Play,4,,,,,
Nola fun,4,,,,,
P681LM,4,,,,,
PBAM00,4,,,,,
PRA-LX1,4,,,,,
Pixel 3,4,,,,,
Pixel 3 XL,4,,,,,
Pixel 6,4,,,,,
RMX2103,4,,,,,
RMX3263,4,,,,,
Redmi 6,4,,,,,
Redmi Note 5,4,,,,,
SCG16,4,,,,,
SM-A037G,4,,,,,
SM-A037U1,4,,,,,
SM-A166U1,4,,,,,
SM-A235M,4,,,,,
SM-A356B,4,,,,,
SM-A426U1,4,,,,,
SM-A515U,4,,,,,
SM-A605F,4,,,,,
SM-A716U,4,,,,,
SM-A750FN,4,,,,,
SM-E426S,4,,,,,
SM-F926U,4,,,,,
SM-G925,4,,,,,
SM-G930V,4,,,,,
SM-G950U1,4,,,,,
SM-G960W,4,,,,,
SM-G970U1,4,,,,,
SM-G996U,4,,,,,
SM-M025F,4,,,,,
SM-M127G,4,,,,,
SM-N981U,4,,,,,
SM-P585,4,,,,,
SM-S908B,4,,,,,
SM-T815,4,,,,,
SM-T819,4,,,,,
SM-T830,4,,,,,
SM-X510,4,,,,,
TB-7305X,4,,,,,
TB-X304F,4,,,,,
TB-X606X,4,,,,,
U10,4,,,,,
V2029,4,,,,,
V2236,4,,,,,
V6751L,4,,,,,
W6001,4,,,,,
W6503,4,,,,,
Wildfire E6,4,,,,,
X10,4,,,,,
X605,4,,,,,
X6823,4,,,,,
X687,4,,,,,
X690B,4,,,,,
X95,4,,,,,
Z4,4,,,,,
iPad 6th gen,4,,,,,
iPad Air (5th gen),4,,,,,
iPhone 15,4,,,,,
iPhone 15 Pro,4,,,,,
moto g04s,4,,,,,
100135794,3,,,,,
21091116C,3,,,,,
2201117SG,3,,,,,
2201117TY,3,,,,,
220233L2C,3,,,,,
22101316G,3,,,,,
23124RN87C,3,,,,,
24117RN76E,3,,,,,
5007U,3,,,,,
702SH,3,,,,,
8196G,3,,,,,
9013T,3,,,,,
901SH,3,,,,,
9027Q,3,,,,,
A001SH,3,,,,,
A001XM,3,,,,,
A10,3,,,,,
A16 Plus,3,,,,,
A23S,3,,,,,
A671LC,3,,,,,
A7030,3,,,,,
A83t,3,,,,,
AGS-W09,3,,,,,
ALI-NX1,3,,,,,
ALT-LX2,3,,,,,
AZIMUT 4,3,,,,,
BB4,3,,,,,
BC1s,3,,,,,
BD1,3,,,,,
BE2029,3,,,,,
BTAB10,3,,,,,
BTV-DL09,3,,,,,
BUZZ 3 Lite,3,,,,,
Blade A54,3,,,,,
C107,3,,,,,
CF8,3,,,,,
CMA-LX2,3,,,,,
CPH1969,3,,,,,
CPH2113,3,,,,,
CPH2211,3,,,,,
CPH2251,3,,,,,
CPH2461,3,,,,,
CPH2469,3,,,,,
CPH2699,3,,,,,
CPN-L09,3,,,,,
DRA-LX2,3,,,,,
DVK82,3,,,,,
E60,3,,,,,
ELN-W09,3,,,,,
F6,3,,,,,
HiPad X,3,,,,,
IPLAY 50,3,,,,,
Infinity E30 Lite,3,,,,,
JMM-AL00,3,,,,,
K107,3,,,,,
K12,3,,,,,
K9,3,,,,,
KB8,3,,,,,
KFMUWI,3,,,,,
KFRAPWI,3,,,,,
KT1016,3,,,,,
L5006S,3,,,,,
L5503S,3,,,,,
L6006F,3,,,,,
L6006L,3,,,,,
LG-K332,3,,,,,
LLD-L21,3,,,,,
LLD-L31,3,,,,,
LLY-NX1,3,,,,,
LM-X625N,3,,,,,
Legend Pro LTE,3,,,,,
M2006C3MII,3,,,,,
M2102J20SG,3,,,,,
M30,3,,,,,
MI PLAY,3,,,,,
Mi 5X,3,,,,,
Moto E7i Power,3,,,,,
Moto G (4),3,,,,,
Moto G Power (2022),3,,,,,
Moto G Stylus 5G,3,,,,,
Moto G05,3,,,,,
Moto G35 5G,3,,,,,
Moto G7 Plus,3,,,,,
Moto g(7),3,,,,,
NEON RAY,3,,,,,
NXT-L29,3,,,,,
Note 16 Pro,3,,,,,
Note 6,3,,,,,
P12,3,,,,,
P552W,3,,,,,
P661N,3,,,,,
PCKM80,3,,,,,
Pixel 2 XL,3,,,,,
Pixel 3a,3,,,,,
Pixel 8a,3,,,,,
RKY-LX1,3,,,,,
RKY-LX2,3,,,,,
RMX3201,3,,,,,
RMX3627,3,,,,,
RMX3890,3,,,,,
Redmi 5A,3,,,,,
Redmi 6 Pro,3,,,,,
Redmi Note 4,3,,,,,
Redmi Note 7,3,,,,,
Redmi Note 8,3,,,,,
S10,3,,,,,
S30,3,,,,,
S57,3,,,,,
S662L,3,,,,,
SKY PAD10 Max,3,,,,,
SM-A013M,3,,,,,
SM-A025V,3,,,,,
SM-A032M,3,,,,,
SM-A035G,3,,,,,
SM-A037U,3,,,,,
SM-A105G,3,,,,,
SM-A107M,3,,,,,
SM-A115A,3,,,,,
SM-A135U,3,,,,,
SM-A136U,3,,,,,
SM-A136U1,3,,,,,
SM-A166E,3,,,,,
SM-A166P,3,,,,,
SM-A205U,3,,,,,
SM-A217M,3,,,,,
SM-A256B,3,,,,,
SM-A326K,3,,,,,
SM-A426N,3,,,,,
SM-A510F,3,,,,,
SM-A516N,3,,,,,
SM-A526B,3,,,,,
SM-A556B,3,,,,,
SM-A716U1,3,,,,,
SM-A750F,3,,,,,
SM-A826S,3,,,,,
SM-A920F,3,,,,,
SM-E146B,3,,,,,
SM-E166P,3,,,,,
SM-F926B,3,,,,,
SM-F926U1,3,,,,,
SM-G570F,3,,,,,
SM-G610F,3,,,,,
SM-G715U1,3,,,,,
SM-G781B,3,,,,,
SM-G781U,3,,,,,
SM-G955U1,3,,,,,
SM-G977B,3,,,,,
SM-G981V,3,,,,,
SM-G986U1,3,,,,,
SM-G988U1,3,,,,,
SM-G990E,3,,,,,
SM-G991U1,3,,,,,
SM-G996B,3,,,,,
SM-J260F,3,,,,,
SM-J327T1,3,,,,,
SM-J510FN,3,,,,,
SM-M315F,3,,,,,
SM-M325F,3,,,,,
SM-M326B,3,,,,,
SM-N970F,3,,,,,
SM-N975U1,3,,,,,
SM-N986B,3,,,,,
SM-P610,3,,,,,
SM-P613,3,,,,,
SM-P620,3,,,,,
SM-S901U,3,,,,,
SM-S908U1,3,,,,,
SM-T355Y,3,,,,,
SM-T377W,3,,,,,
SM-T500,3,,,,,
SM-T550,3,,,,,
SM-T725,3,,,,,
SM-T727,3,,,,,
SM-T810,3,,,,,
SM-T817V,3,,,,,
SM-X700,3,,,,,
T10M Pro,3,,,,,
T21,3,,,,,
T431D,3,,,,,
T506D,3,,,,,
T610K,3,,,,,
T611B,3,,,,,
T702,3,,,,,
T702 Pro,3,,,,,
T8,3,,,,,
TB128XU,3,,,,,
TB330XU,3,,,,,
TB350XU,3,,,,,
Tab 16 Pro,3,,,,,
Tab 80,3,,,,,
V2110,3,,,,,
V2201,3,,,,,
V2247,3,,,,,
V2249,3,,,,,
VOG-L09,3,,,,,
Vivo PLUS,3,,,,,
W-K211-TVM,3,,,,,
WAS-LX1A,3,,,,,
WAS-LX2,3,,,,,
X6,3,,,,,
X6515,3,,,,,
X660C,3,,,,,
X669C,3,,,,,
X672,3,,,,,
X6811,3,,,,,
X6821,3,,,,,
X6855,3,,,,,
X85,3,,,,,
XT-2343-1,3,,,,,
Y8,3,,,,,
Z2350,3,,,,,
Z5,3,,,,,
iPad (9th gen),3,,,,,
iPad Air 2,3,,,,,
iPad Pro (12.9-inch) (5th generation),3,,,,,
iPhone 12 mini,3,,,,,
iPhone 14 Pro Max,3,,,,,
moto e(7) power,3,,,,,
moto g play (2023),3,,,,,
moto g stylus 5G - 2023,3,,,,,
moto g(30),3,,,,,
100071481,2,,,,,
100071481A,2,,,,,
100135920,2,,,,,
100135924,2,,,,,
100135925,2,,,,,
1904,2,,,,,
1938,2,,,,,
21091116AC,2,,,,,
220233L2I,2,,,,,
220333QPG,2,,,,,
22071219CG,2,,,,,
22101317C,2,,,,,
2303CRA44A,2,,,,,
23043RP34G,2,,,,,
23077RABDC,2,,,,,
23100RN82L,2,,,,,
23124RN87G,2,,,,,
2312DRA50G,2,,,,,
2405CRPFDG,2,,,,,
24115RA8EG,2,,,,,
25028RN03Y,2,,,,,
4.2,2,,,,,
5.1 Plus,2,,,,,
5005R,2,,,,,
5029Y EEA,2,,,,,
5031G,2,,,,,
5033G,2,,,,,
6.1,2,,,,,
7060,2,,,,,
7160N,2,,,,,
801FJ,2,,,,,
8045,2,,,,,
8496G,2,,,,,
9029Z,2,,,,,
9160G,2,,,,,
9309X_EEA,2,,,,,
A09,2,,,,,
A14,2,,,,,
A200,2,,,,,
A202ZT,2,,,,,
A302ZT,2,,,,,
A5000,2,,,,,
A6010,2,,,,,
A7,2,,,,,
A7S,2,,,,,
AD8,2,,,,,
AGM3-W09HN,2,,,,,
AMN-LX2,2,,,,,
ARS-L22,2,,,,,
BAH-W09,2,,,,,
BAH2-L09,2,,,,,
BE2013,2,,,,,
BLA-L29,2,,,,,
BV5500Pro,2,,,,,
Blade A33s,2,,,,,
Blade A51,2,,,,,
Blink,2,,,,,
C30,2,,,,,
C5,2,,,,,
CA7,2,,,,,
CE7J,2,,,,,
CH7n,2,,,,,
CI8n,2,,,,,
CK6n,2,,,,,
CL9,2,,,,,
CPH1725,2,,,,,
CPH1729,2,,,,,
CPH1801,2,,,,,
CPH1835,2,,,,,
CPH1933,2,,,,,
CPH2001,2,,,,,
CPH2009,2,,,,,
CPH2067,2,,,,,
CPH2095,2,,,,,
CPH2145,2,,,,,
CPH2161,2,,,,,
CPH2195,2,,,,,
CPH2339,2,,,,,
CPH2343,2,,,,,
CPH2357,2,,,,,
CPH2421,2,,,,,
CPH2525,2,,,,,
CPH2599,2,,,,,
CRT-LX2,2,,,,,
DLI-L42,2,,,,,
E50 Lite,2,,,,,
EC211001,2,,,,,
ELE-L29,2,,,,,
EPIC PRO_1,2,,,,,
EVA-L19,2,,,,,
Elite T8Plus,2,,,,,
F 3G,2,,,,,
F-02L,2,,,,,
F-52A,2,,,,,
F101,2,,,,,
F50,2,,,,,
FIG-LA1,2,,,,,
G33,2,,,,,
G34,2,,,,,
G42 5G,2,,,,,
GN2200,2,,,,,
H5,2,,,,,
HD1907,2,,,,,
HD65 Ultra,2,,,,,
HRY-LX1,2,,,,,
INKOSI PRO,2,,,,,
Infinity 8s,2,,,,,
Infinity X,2,,,,,
J24,2,,,,,
JMM-AL10,2,,,,,
Joy,2,,,,,
K87CA,2,,,,,
KE5j,2,,,,,
KE6,2,,,,,
KFQUWI,2,,,,,
KYV43,2,,,,,
KYV46,2,,,,,
KYV47,2,,,,,
L5002P,2,,,,,
L6002P,2,,,,,
LA7 Pro,2,,,,,
LEGEND MAX,2,,,,,
LM-F100,2,,,,,
LM-G900,2,,,,,
LM-G900N,2,,,,,
LM-K420,2,,,,,
LM-Q610.FGN,2,,,,,
LM-X420,2,,,,,
LND-L29,2,,,,,
LYA-AL00,2,,,,,
LYA-L09,2,,,,,
LYA-L29,2,,,,,
M10_C03,2,,,,,
M20,2,,,,,
M2004J7AC,2,,,,,
M2007J17G,2,,,,,
M2007J22G,2,,,,,
M2010J19CG,2,,,,,
M2010J19SI,2,,,,,
M2010J19SY,2,,,,,
M2101K6I,2,,,,,
M2101K7BNY,2,,,,,
M40,2,,,,,
M8L 2022,2,,,,,
MRD-LX3,2,,,,,
MT11i,2,,,,,
MX-A10R,2,,,,,
Mi 5,2,,,,,
Mi A2,2,,,,,
Moto E15,2,,,,,
Moto E32,2,,,,,
Moto G (5) Plus,2,,,,,
Moto G Play (2024),2,,,,,
Moto G Power (2021),2,,,,,
Moto G Stylus,2,,,,,
Moto G Stylus (2022),2,,,,,
Moto G32,2,,,,,
Moto G6 Play,2,,,,,
Note 15,2,,,,,
OPD2102A,2,,,,,
OPG02,2,,,,,
One 5G UW Ace,2,,,,,
P10,2,,,,,
P11,2,,,,,
P15 Pro,2,,,,,
P6,2,,,,,
P7,2,,,,,
P704a,2,,,,,
P8,2,,,,,
PBFM00,2,,,,,
PDVM00,2,,,,,
PHJ110,2,,,,,
Phone,2,,,,,
Pixel 3a XL,2,,,,,
Pixel 5a,2,,,,,
Power 5,2,,,,,
REA-NX9,2,,,,,
RMX2001,2,,,,,
RMX3261,2,,,,,
RMX3269,2,,,,,
RMX3910,2,,,,,
RMX3938,2,,,,,
Razr 40s,2,,,,,
Redmi 4X,2,,,,,
Redmi 8A,2,,,,,
Redmi 8A Dual,2,,,,,
Redmi Note 5A,2,,,,,
Redmi Note 9S,2,,,,,
S10 Lite,2,,,,,
S20,2,,,,,
S666LN,2,,,,,
SCG09,2,,,,,
SCV38,2,,,,,
SCV40,2,,,,,
SH-01L,2,,,,,
SH-02M,2,,,,,
SM-A022M,2,,,,,
SM-A042M,2,,,,,
SM-A065M,2,,,,,
SM-A102U,2,,,,,
SM-A102U1,2,,,,,
SM-A105M,2,,,,,
SM-A125N,2,,,,,
SM-A125U,2,,,,,
SM-A125U1,2,,,,,
SM-A135M,2,,,,,
SM-A156B,2,,,,,
SM-A156U1,2,,,,,
SM-A207M,2,,,,,
SM-A215U,2,,,,,
SM-A225M,2,,,,,
SM-A226L,2,,,,,
SM-A235N,2,,,,,
SM-A245N,2,,,,,
SM-A260G,2,,,,,
SM-A310F,2,,,,,
SM-A336N,2,,,,,
SM-A366U1,2,,,,,
SM-A426B,2,,,,,
SM-A505U,2,,,,,
SM-A515U1,2,,,,,
SM-A526U1,2,,,,,
SM-A536U,2,,,,,
SM-A536W,2,,,,,
SM-A566E,2,,,,,
SM-A605K,2,,,,,
SM-A716S,2,,,,,
SM-A805F,2,,,,,
SM-A9200,2,,,,,
SM-E236B,2,,,,,
SM-F711N,2,,,,,
SM-F721B,2,,,,,
SM-F916B,2,,,,,
SM-F926N,2,,,,,
SM-F936U1,2,,,,,
SM-G525F,2,,,,,
SM-G556B,2,,,,,
SM-G611F,2,,,,,
SM-G715FU1,2,,,,,
SM-G770F,2,,,,,
SM-G925F,2,,,,,
SM-G925S,2,,,,,
SM-G925T,2,,,,,
SM-G928T,2,,,,,
SM-G930A,2,,,,,
SM-G930U,2,,,,,
SM-G935A,2,,,,,
SM-G9500,2,,,,,
SM-G9600,2,,,,,
SM-G9650,2,,,,,
